WineryName	Count
Wwe. Dr. H. Thanisch-Erben Thanisch	371
Prosper Maufoux	371
Viña Cumbrero	370
Costa di Bussia-Tenuta Arnulfo	370
Vincent Bouzereau	370
Ca' Vittoria	370
Château Pradeaux	370
Screaming Eagle	370
Guerrieri Rizzardi	370
Terra Aprica	369
Espuela del Gaucho	369
Amézola de la Mora	369
Château La Croix du Casse	368
Malesan	368
Langmeil	367
Jackson-Triggs	366
Acronym	366
Andre Dezat & Fils	366
Domaine du Salvard	366
Nicolis	365
Michel Magnien	365
Scanavino	365
Mariflor	365
Jordan Wines	364
Borgobruno	364
Emera	364
Château La Gurgue	363
Li Veli	363
Straccali	363
Tahbilk	363
Domaine de Courcel	363
Chalise	363
Adega Familiar Eladio Piñeiro	363
Le Bonheur	362
Domaine Michel Lafarge	362
Phebus	362
Álvarez y Díez	361
Dante Robino	361
Torciano	360
Château La Fleur Pourret	360
Clos du Clocher	360
Field Recordings	359
Louis Max	359
Wave Series	358
Château La Favière	358
Zardoz	358
Domaine du Cheval Blanc	358
Piancornello	357
Domaine Michel Niellon	356
Château Tour du Cauze	356
Selbach-Oster	356
Inycon	356
Castello del Terriccio	355
Pluvium	355
Château d'Arvigny	355
Luigi Oddero	355
Château Haut-Chaigneau	355
Castillo de Cuzcurrita	354
Drylands	354
Vriesenhof	354
Soldera	354
Raíces	354
Ottosoldi	353
Domaine de La Meynarde	353
Casa Rojo	353
Château Cap l'Ousteau	353
Château l'Eglise-Clinet	352
Cantalupo	352
Fisher Vineyards	352
Parent	352
Château Fargueirol	352
Stimson Estate Cellars	351
Junta	351
Château Aney	351
Pascual Toso	351
Steltzner	351
Bravio	350
Château Haut Breton Larigaudière	350
Château La Grâce Dieu	350
Basilisco	350
Paternoster	350
Masseria Frattasi	349
Amiot Guy	349
Opera Prima	347
Château de Ségure	347
Château Tour de Capet	347
Château Chauvin	347
Château Certan de May	347
La Millière	347
Raoul Clerget	346
Conte Ferdinando Guicciardini	346
Pierre Bourée Fils	345
Valdorella	344
Château Montlabert	344
Château Branas Grand Poujeaux	343
Stellenzicht	343
Château Malmaison	343
Château Biston-Brillette	343
Château Guadet	343
Cave de Saumur	343
Citra	342
Fontana Candida	342
Château de Monturon	342
Château Andron-Blanquet	342
Ap	341
Gemtree	341
Venta del Puerto	341
Château de Panigon	340
Château Haut Piquat	340
Franco Serra	340
Château Roquevieille	340
Leasingham	339
Urmeneta	339
Vrai Canon Bouché	338
Casa de Mouraz	338
Riddoch	338
Caterina Zardini	338
Bindella-Tenuta Vallocaia	338
Antonio Caggiano	338
J.B. Becker	337
Quinta de São Sebastião	337
Landhaus Mayer	336
Château Moulin Saint-Georges	336
Château Demazel	336
Maison Capitain-Gagnerot	336
Lar de Paula	336
Heinrich	336
Bajoz	336
Quinta Vale d'Aldeia	335
Domaine des Varoilles	335
Vinícola Hiragami	335
Château Meyre	335
Domaine de Trévallon	335
Ermita de San Lorenzo	335
Château le Grand Housteau	335
Dante Rivetti	335
Bernard Defaix	334
Pirosso	334
Casato Mastino	334
Azienda Agricola Il Colle	333
Château Lapeyre	332
Castillo Labastida	332
Château La France	332
Weingut Schloss Bockfliess	332
Künstler	332
Bucci	332
Château La Croix de Marbuzet	331
Murua	331
El Aviador	331
Xavier Vignon	330
Schloss Reinhartshausen	330
Il Conventino	330
Vinea Familiae	330
Echeverría	330
Grand Maestro Italiano	329
Comte Armand	328
François Bertheau	328
Aldegheri	328
Rioja Santiago	328
Fratelli Vogadori	327
Chateau Haut-Beychevelle-Gloria	327
Château du Tailhas	327
Scarzello	327
Château La Patache	327
Aldeya	327
Château Moulin à Vent	326
Château Daugay	326
Ronchi di Cialla	326
Château Les Trois Croix	325
La Togata	325
Château Cordet	325
Château Berliquet	325
Domaine Michel & Sylvie Esmonin	325
Château Gombaude-Guillot	325
Emmanuel Rouget	325
Château l'Arrosee	324
Château de Saint-Pey	324
Save Me San Francisco	324
Domaine de Chantemerle	323
Tunquelen	323
Charles Melton	323
Chateau Tauzinat l'Hermitage	323
Château Victoria	322
Dutton-Goldfield	321
Collefrisio	321
Château Destieux	321
Mandorla	321
Domaine Gueguen	321
Tablas Creek Vineyard	321
Emil Bauer & Söhne	321
Aromo	320
Château Mirefleurs	320
Quinta do Monte d'Oiro	320
Terramore	320
Fess Parker	320
Château de Goëlane	320
Predella	320
Grandjó	320
Dalla Valle	319
Château Vieux Maillet	319
Louis Sipp	319
Château Trotanoy	319
Domaine Henri Boillot	319
Matasci	319
Mi Terruño	319
Clos l'Eglise	319
Domaine Rostaing	318
Baricci	318
Château Grand Ormeau	317
Tenuta Santa Maria di Gaetano Bertani	317
Château Larrivaux	317
Poggio Al Tesoro	317
Château Sansonnet	317
Brown Brothers	316
Cims de Porrera	316
Château Mercier	316
Wendouree	316
Château Beausejour (héritiers Duffau-Lagarrosse)	316
Casa Vinironia	316
Roberto Mazzi	315
Ottella	315
Famille Laplace	315
Domaine Roulot	315
Château Ausone	314
Famiglia Castellani	314
Château Maurac	313
Château La Croix Taillefer	313
Mondelli	313
Sevilen	313
Château Tour de Marbuzet	312
Jolimont	312
Garofoli	312
Jean-Louis Chavy	312
Kumala	312
Domaines Roland Dumas	311
Château Moulin Delille	311
Château Hermitage Mazeyres	311
Luigi Baudana	311
Poggio Anima	311
Château Balestard La Tonnelle	310
Château Vrai Caillou	309
Gran Clos	309
Château Chevrol Bel-Air	309
San Leonino	309
Marrenon	309
Château Le Bonnat	309
Château Peyredon Lagravette	309
Rebel Coast	308
Caves de Bovinac	308
Cryptic	308
Rotllan Torra	308
Castro Brey	308
Vignobles Mayard	308
Château Cap d’Or	307
Domaine du Clos Salomon	307
Il Passo di Sabina	307
F.X. Pichler	307
Lenz Moser	307
Château Roquefort	306
Château d'Escurac	306
Cantina del Coppiere	306
Château Ségur	306
Viñedos de Alcohuaz	306
Domaine La Garrigue	306
Filus	305
Fanetti-Tenuta S. Agnese	305
Los Aguilares	305
Jean-Louis Trocard	305
Château Saint-Ahon	304
Cascina Boschetti Gomba	304
Bridão	304
Château Pouget	304
Dr. Jebediah Drinkwell's	303
El Circo	303
Balthasar Ress	303
I Heart	303
Jean-Michel Guillon	303
Château Duplessis	303
Casanuova delle Cerbaie	302
Château de Bellevue	302
Montevetrano	302
Tall Horse	302
Nebbiolo di Carema	302
Château La Papeterie	302
Domaine Tabordet	302
Domdechant Werner	301
Livon	301
Scarborough Wine Co	301
Finca La Solana	301
Cantina Oliena	301
Domaine Salmon	300
Château Les Ormes Sorbet	300
Château Franc Grace-Dieu	300
Bodegas Urbina	300
Château la Bastide	300
Tenuta Rapitalà	300
Château Mazails	300
Château La Providence	299
Château Teynac	299
Château Le Caillou	299
Bodegas Langa	299
Les Celliers d'Orfèe	299
Dom Cândido	299
Finca La Estacada	299
Château Ferrand	299
Routhier & Darricarrère	298
Bacca Nera	298
Our Daily	298
Château Le Castelot	298
Château Bellevue Figeac	298
Zifar	298
Bodegas Páez Morilla	298
Metala	297
Château Pontac Monplaisir	297
Antica Cascina	296
Mantellassi	296
Casa de Santa Vitoria	296
La Rose Pauillac	295
Chateau de Lussac	295
Château La Faurie Maison Neuve	295
Clos du Roy	295
Château Grand Faurie La Rose	294
St Hallett	294
Parra Alta	294
Gilles Barge	294
Vina Herminia	293
Union de Producteurs de Lugon	293
Mourchon	293
Marisa Cuomo	292
Château Ste Anne	292
Doña Dolores	292
Château du Gazin	292
Château Tanesse	292
Domaine Sylvain Cathiard	292
Bigode	291
Château Cardinal Villemaurine	291
Ca' del Monte	291
Grand Listrac	290
Vinecol	289
Tenuta di Tavignano	289
Bibbiano	289
Porte du Roy	289
Talosa	288
Borie Manoux	288
Vincent Pinard	288
René Renon	288
Château St. Georges	288
Valle dell'Acate	288
Burchino	287
Evolúció	287
Château de Belcier	287
Ghislaine Barthod	287
Château Belair-Coubet	287
Geoff Merrill	286
Château Treytins	286
Billaud-Simon	286
Guarda Rios	286
Maison Bouachon	286
Baron Roland de Onffroy	286
Borgogno Francesco	285
Forte Elerone	285
Domaine Santa Duc	285
Château du Courlat	285
Château de La Chaize	285
Domaine Servin	285
Capraia	285
Dominique Roger	285
Château Roudier	284
Ferro13	284
Velenosi	284
Marc Brédif	284
Coopers Creek	284
Château Vieux Robin	283
Cantina Bolzano / Kellerei Bozen	283
La Vinyeta	283
Fattoria della Aiola	283
Francois et Antoine Jobard	282
Anselmi	282
Château Haut Veyrac	282
Château Brun	282
Château Feytit-Clinet	281
Domaine de la Renaudie	281
Teliani Valley	281
Château Haut Gravet	281
Dominique Piron	281
Massimago	281
Almirante	281
Monterinaldi	281
Château du Val d'Or	280
Corte Alla Flora	280
Bodega Sommos	280
Jean Noël Gagnard	280
Tim Adams	279
Granducato	279
Vicente Gandía	279
Comte Senard	279
Domaine André Mathieu	279
Berthet-Rayne	278
René Muré	278
Mommessin	278
Viader	278
Château Tour Peyronneau	278
Leitz	277
Alfredo Maestro	277
Blason Timberlay	277
Mario Ercolino	277
Abbona	277
Michel Bouzereau	277
Domaine Denis Bachelet	277
Château Le Coteau	277
Gergenti	277
Dominique Laurent	277
Don Aurelio	277
Michel Noëllat	277
Château Tertre Daugay	276
François Lurton	276
Tisdale	276
Domaine Mark and Martial Angeli	276
Mitchell	276
Château Croque Michotte	276
Sullivan	275
Le Monde	275
Crociani	275
Arnaiz	275
Château-Grillet	274
Della Robbia	274
Baron de Montfort	274
Viña Alicia	274
Château Crabitey	274
Welmoed	274
Vasco Sassetti	274
Château d'Epiré	274
Goyenechea	273
Materia	273
Château Laborde	273
Klein Constantia	273
Opta	273
Bufferia	273
Diabolica	273
Bodegas Lleiroso	273
David Duband	272
Château Muret	272
Bodega Marañones	272
Domaine Michel Goubard & Fils	272
Pelaquie	271
Château Moulin de Curat	271
Château Graville-Lacoste	271
Château Moulinet	271
Tres Reyes	271
Scott Family Estate	270
Zandvliet	270
Sonoma Hills	270
Carneros Creek	269
Domaines Brocard	269
Château La Croix Fourney	268
Castillo de Monjardin	268
Bond	268
Les Gravieres de Marsac	268
Domaine de Valori	268
Château de Bon Ami	267
Château Cheval Brun	267
Domaine Tortochot	267
Capetta	267
Château Tour du Haut Moulin	267
Château Laplagnotte-Bellevue	267
Vignobles Leydet	267
Château Lafite Monteil	266
Les Trois Colonnes	266
Contini	266
Soloperto	266
Manifesto	266
Maybach	266
Loriñón	266
Gioso	265
Demon Noir	265
Campolargo	265
Château La Bonnelle	265
Château de la Grille	265
Navarro López	265
Stellina di Notte	264
Pelassa	264
Duchessa Lia	264
Conde de Siruela	264
First Cape	263
Forefront	263
Château Soussans	263
Fornacina	263
Pearly Bay	263
Gigondas La Cave	263
Azores Wine Company	262
Querceto di Castellina	262
McWilliam's	262
Estampa	262
Terrabianca	261
Tempore	261
Navajas	261
Château Miqueu	261
Chalone Vineyard	261
Principi di Butera	261
IBY	261
Rickshaw	261
Lander-Jenkins	260
Corte Sant'Alda	260
Château du Raux	260
Osiris	260
3 Wooly Sheep	260
Brokenwood	260
Louis Boillot & Fils	260
Domaine Pierre André	259
RGMX	259
Château Franc Mayne	259
Koyle	259
Casisano-Colombaio	258
Mioranza	258
Château Grand Champs	258
Giacomo Grimaldi	258
ASDA	257
Cave de Ribeauville	257
Valdipiatta	257
Château Rieussec	257
Lidl	257
Huguet de Can Feixes	256
Château du Jaunay	256
Domaine de Tavernel	255
Panther Creek	255
Bodega Pirineos	255
Domaine de Sahari	255
Chateau La Rose Perrière	255
Mulderbosch	255
Suertes del Marqués	255
Château La Fleur Cravignac	255
Château Ripeau	255
Château Laniote	255
Château Lieujean	255
Château Larruau	254
Maison Chandesais	254
Domaine Le Galantin	254
Jean-Michel Gerin	254
Château Le Chatelet	254
Silvio Grasso	254
Jean Chartron	254
Trossos del Priorat	254
Parini	253
Cantina Colomba Bianca	253
Castelo do Sulco	253
Cape of Good Hope	253
Coup de Foudre	252
Buitenverwachting	252
Grati	252
Château La Roque	252
Château de Candale	252
Sol fa Soul	252
Kay Brothers	252
Château Labat	252
Jean-Claude Boisset	252
San Salvatore	252
Château du Barry	252
Tana di Lupo	251
Amity	251
Château Peymartin	251
Chavy-Chouet	251
Domaine De Longue Toque	251
Château du Cauze	251
Chateau de Malengin	251
Château Vieux Pourret	250
Château Ségur de Cabanac	250
Stone Cellars	250
Château Saint-Christoly	249
Domaine Joseph Voillot	249
Maison Castel	249
Château Matras	249
Johanneshof Reinisch	249
Feudo Croce	248
Arganza	248
Il Grappolo	248
Luigi Giordano	248
Aegerter	248
Jaws	248
Domeniile Sahateni	247
Green & Red	247
Domaine François Gaunoux	247
Château Sergant	247
Seifried Estate	247
Paolo Conterno	246
Marques de Vitoria	246
Manousakis	246
Château Mazeris	245
Seven Hills	245
Franck Despagne	245
Big House	245
Alphonse Mellot	245
Marquis de Saint-Estèphe	244
Uitkyk	244
Winzergenossenschaft Mayschoss-Altenahr	244
Arrowood	244
Château Moulin Bellegrave	244
Château Tanunda	244
Deltetto	243
Integro	243
Tenuta Vignega	243
Château Canada	243
Beso de Rechenna	243
Château Fonsèche	243
Bodega Cuarto Dominio	242
Castelbarco	242
Château Patris	242
Château Gromel Bel Air	241
Le Radici	241
Tardieu-Laurent	241
Pinhel	241
La Tosa	241
Latitude 41	241
Cantina Sava	240
Quercecchio	240
Ropiteau Freres	240
Château La Gasparde	240
Château Lestruelle	239
Hanzell	239
Château Grand-Jean	239
Vergniol	239
Garibaldi	239
Domaine de Pignan	239
Château Vannières	239
Tribute	239
Giovanni Righetti	239
Issi	239
Château Hourtin-Ducasse	239
Château Domeyne	238
Henri Naudin-Ferrand	238
BelColle	238
San Valero	238
Domaine de Suremain	238
Domaine Guy Robin & Fils	238
Anselma Giacomo	237
Gerard Tremblay	237
Tenute Fiorebelli	237
Poggio Alla Sala	237
Laudun-Chusclan (Maison Sinnae)	237
Clusel-Roch	237
Bosco	237
Goldwater	236
Alain Paret	236
The Seeker	236
Château Tour du Pas Saint-Georges	235
Château du Courneau	235
Canti	234
Triacca	234
Domaine Marc Roy	234
Domaine de la Pinte	234
Canalicchio-Franco Pacenti	234
Terre	233
Inkerman/Інкерман	233
Domaine Anne Gros	233
Chapel Hill	233
Château Haut-Blaignan	233
Château Peyreau	233
Cantina di Custoza	232
Il Poggio dei Vigneti	232
Château Tour Haut-Caussan	232
Canaletto	232
Feiler-Artinger	232
Château Cadet-Piola	232
Two Paddocks	232
Wild Duck Creek Estate	232
Château des Graviers	232
Chateau Bel-Air	231
Château Saint-Bonnet	231
Peique	231
Vergenoegd	231
Cuna de Tierra	231
Doudet Naudin	231
Dupeuble	230
Ovid	230
Baccolo	230
Tobin James Cellars	230
Domaine Thénard	230
Domaine Ostertag	230
Château Mondotte Bellisle	230
Domaine Bourillon Dorléans	229
Solar de Serrade	229
Château Tartuguière	229
Mauro Franchino	229
Château Les Charmes Godard	229
El Grifo	229
Familia Cecchin	229
Dominio Dostares	229
Imbuko	228
Reverdito	228
Ancient Peaks	228
Château Brulesecaille	228
Licinia	227
Château Chante Alouette	227
Château Dillon	226
Swanson	226
Château de Lisse	226
Château La Claymore	226
Amiot-Servelle	226
Stonyridge Vineyard	225
Reynolds Family Winery	225
Château de Chambrun-Château Moncets	225
Bel Air-Marquis d'Aligre	225
Puydeval	225
Scacciadiavoli	225
Château Montaiguillon	225
Château Lafleur	225
Finca Río Negro	225
Van Duzer	224
Château du Lort	224
La Velona	224
Baron d'Ardeuil	224
Gigi Rosso	224
Gesellmann	224
Costa Lazaridi	224
Eguren Ugarte	223
Château Moulin de la Rose	223
Plessis-Duval	223
Mercer Estates	223
Quinta da Fronteira	223
Parducci	223
Brampton	223
Canciller	223
Rocca di Fabbri	223
Clos Frantin	223
Finca del Mar	222
Cave Kientzheim Kaysersberg-Anne Boecklin	222
Rubinelli Vajol	222
Bava	222
Fattoria dei Pagliaresi	222
Neyers	221
Viña Amate	221
Montinore Estate	221
Château Carcanieux	221
Château Pavie Decesse	221
Conti Capponi-Villa Calcinaia	220
Altas Quintas	220
Château Vray Croix de Gay	220
Corzano e Paterno	220
Four Virtues	220
Château Moulinet-Lasserre	220
Domaine Giraud	220
Cà Maiol	220
Château Haut-Goujon	220
Don Giovanni	220
Sonata	220
Cavit	220
Fratelli Bettini	219
Château Pontoise Cabarrus	219
Egervin	219
Château de Villegeorge	218
Château Corbin-Michotte	218
Albert Schweitzer	218
Lassalle Yves & Fils	218
Bertrand Ravache	217
Château Tour Saint-Joseph	217
Vignobles Chaigne et Fils	217
Château Saint-Jean	217
Château de Camarsac	217
Domaine Heresztyn-Mazzini	217
Château Langlais	217
Loredan Gasparini	217
Scriani	217
Graffigna	217
Château Vignelaure	216
Bracamonte	216
Skouras	216
Santa Tresa	216
Château Beau Soleil	216
Viniterra	216
Antichi Poderi Jerzu	215
Château Cap de Mourlin	215
Chungará	215
Hourglass	215
Château de Maison Neuve	215
Brown Estate	214
Podere le Ripi	214
SIGNÆ	214
Vecchie Terre di Montefili	214
Blue Light	214
Domaine la Fourmone	214
Château L'Ermitage	214
Jean-Max Roger	213
Château Bujan	213
Geyser Peak	213
Domaine Pinson	212
Meridian	212
Tierra Imperial	212
Vignobles Chatelier	211
Karthäuserhof	211
Henri Meurgey	211
Guelbenzu	211
Brusset	210
Iris Vineyards	210
Filliatreau	210
Castoro Cellars	210
Château Ricardelle	210
La Tour des Prelats-La Cour des Prelats	210
Château Le Gardera	210
Finca La Celia	210
Domänenweingut Schloss Schönborn-Graf von Schönborn	210
Villa Cerna	209
Adega da Covilha	209
Château de l'Abbaye	209
Altos del Condor	209
Agro Batoréu	209
Boutari	209
Les Trois Couronnes	209
Château Beau-Site Haut-Vignoble	209
Basilium	208
Peninsula	208
Château Tour Bel Air	208
Meridiana Wine Estate	208
Magistrate	208
Château Tapie	208
Heredad de Baroja	207
Domaine Faury	207
Corte Fiore	207
Evening Land	207
Firestone	207
Vignerons Catalans	206
Château Tour Grand Faurie	206
Chateau de Viaud-Lalande	206
Allram	205
Château Cruzeau	205
Joh. Jos. Christoffel Erben	205
Rectoral do Umia	205
Gran Castillo	205
Sangre y Arena	205
Domaine de la Vieille Julienne	205
Château Bellevue de Tayac	205
Vintage Longbottom	205
Beyra	205
JAX Vineyards	205
Jeromin	204
Domaine Lejeune	204
Lodi Estates	204
Castello di Uzzano	204
Petit-Figeac	204
Vinding Montecarrubo	204
Gardo & Morris	204
Jean-Pierre Grossot	204
Villa Monteleone	203
Château Lassus	203
Château Haut-Badon	203
Château Saint-Didier-Parnac	203
Château Fonrazade	203
Château Ollieux Romanis	203
Château Tour Canon	202
Schiavenza	202
Thierry Allemand	202
Thunevin-Calvet	202
Château Granins Grand-Poujeaux	201
Corte Ibla	201
Gundlach Bundschu	201
Château Trapaud	201
Dellatorri	200
Grgić	200
Ervideira	200
Château de Beaupré	200
De Wetshof	200
Château Cadet-Bon	199
Barnett	199
Fitapreta	199
Domaine du Comte Liger-Belair	199
Casetta	199
Patrick Jasmin	198
Luisa	198
Cave du Château des Loges	198
Château La Fleur Plaisance	198
Roberto Sarotto	198
Antologia	198
Château Grand Moulinet	198
Pulcino	197
El Molino	197
Château Prieurs de la Commanderie	197
Domaine du Colombier	196
Buried Cane	196
Punset	196
Vivaldi	196
Calatrasi	196
Laborie	196
Monte Cascas	196
Sigillo	195
Château Castegens	195
Marques del Romeral	195
Tamborini Carlo	195
Prophecy	195
Philippe Livera (Domaine des Tilleuls)	194
Château Franc Jaugue Blanc	194
Vinarija Dingač	194
Patrice Rion	194
Domaine Trintignant	194
Las Flores	193
Chamisal Vineyards	193
Pazo de Villarei	193
Digioia-Royer	193
Roussellet	193
Xplorador	192
Château La Croix St-Vincent	192
Jaro	192
Black Opal	192
Left Field	192
Château La Bourrée	192
Bodegas Latúe	192
Bosca	192
Laurel Glen	192
Château Mauvinon	192
Poggio Lauro	192
Plaimont	191
Frank Cornelissen	191
Cavic	191
Domaine Potinet-Ampeau	191
Gialdi	191
Dalwhinnie	191
Ordóñez	190
Collina del Sole	190
Villabella	190
Vinattieri Ticinesi	189
Château l'Hospitalet	189
Ferriño	189
Château Tour Calon	189
Lazy Creek	189
Synthesis	189
Tooth & Nail	189
Jérémie Huchet	189
Clos Les Lunelles	189
Vigilance	189
La Tunella	189
Casa do Cónego	188
Château d'Estoublon	188
Château Durand-Laplagne	188
Château Lafargue	188
Château La Prade	188
Château Saint Georges Côte Pavie	188
Republique	188
Domaine Masson-Blondelet	188
Willy Gisselbrecht	188
Château Guillou	187
Château Vieux Clos St. Emilion	187
Mogen David	187
Château de Barbe	187
Gaetano d’Aquino	187
Château de la Roulerie	187
Paladin	187
Ernst Triebaumer	186
Schröder & Schÿler	186
Piemaggio	186
Bera	186
Bryant Family Vineyard	186
Vieux Château Palon	186
Saltram	186
Bénédicte et Stéphane Tissot	185
Conti Buneis	185
Paul Autard	185
Кубань-Вино (Kuban-Vino)	184
Le Marognole	184
J.A. Ferret	184
Hazaña	184
Château de Tiregand	184
Vale Perdido	184
Candido	184
Château Lavillotte	184
La Châsse	184
Christophe Mestre	184
Bollinger	183
Château La Clotte	183
Skyside	183
Château d'Eyran	183
Boisseaux-Estivant	183
Clos Erasmus	183
San Donatino	182
Camus Père & Fils	182
Trambusti	182
Palatium	182
Today's Special	182
Bocquillon	182
Domaine Palon	182
Pfeiffer Wines	182
Landskroon	181
Château Grand Baril	181
Domaine Chevalier	181
Château de Roques	181
Washington Hills	181
Domaine d'Elise	181
Château Arnauld	181
Castellani Michele	181
McNab Ridge	181
Château German	181
René Barbier	181
Château Sigognac	181
Bishop's Leap	181
Château Colombier-Monpelou	180
Colgin	180
Robert-Denogent	180
Sur Andino	180
Jean Macle	180
Señorío de Nava	179
Château La Rousseliere	179
Château Larroque	179
All Out	179
Château Bertineau St.-Vincent	179
La Giareta	179
Zlatan Otok	179
Domaine Forey Père & Fils	179
Moio	179
Prieler	178
Château Caroline	178
Clos Magne Figeac	178
Rollin Père et Fils	178
Jean-Claude Debeaune	178
Domaine François Gerbet	177
Château Giscon	177
Château Briot	177
Pinino	177
Château Petit Clos du Roy	177
Pertinace	177
Château Les Gravières	176
Tezza	176
Château Lalaudey-Château Pomeys	176
Château Haut Baradieu	176
Henri Rebourseau	176
Château Notton	176
Encostas d'Alqueva	176
Clavel	176
Marchese Montefusco	176
Costers del Sió	176
Château Croix de Labrie	175
Domaine L. Chatelain	175
Conti di Numio	175
Cantina di Castelnuovo del Garda	175
Duca di Castelmonte	175
Cantina Sociale di Gattinara	174
Château La Chapelle Despagnet	174
Tenuta Margon	174
Château le Peuy-Saincrit	174
Château La Croix St-André	174
Palacio de Arganza	174
Franzen	174
Les Terradieres	174
Château Saint Corbian	174
Château Clos de Sarpe	174
Lamy-Pillot	174
Canals & Nubiola	173
Stambolovo	173
Twomey	173
Caves Primavera	173
Christian Bonfils	173
Mas de Libian	173
Hubert Lamy	172
Château des Moines	172
Middelvlei	172
Castillo Perelada	172
Von Strasser	172
Château Lagrézette	172
Tinto Negro (TintoNegro)	172
Domaine Duffour	172
Ruggeri Corsini	172
Gorgo	171
Château de Clotte	171
Château Bourseau	171
Château La Bastienne	171
Château Guitignan	171
Bellavista	171
Van Zellers	171
CARM	170
Chateau Tour du Roc	170
Hugo Casanova	170
Magpie Estate	170
Monticello Vineyards	169
Rex Goliath	169
Château du Trignon	169
Schiopetto	169
Lucien Barrot & Fils	169
Pfaffenheim	169
Château Franc Pipeau	169
Château du Moulin	169
Crash Wines	169
Bodega Toneles	168
Angove	168
Terme	168
Château Franc-Cardinal	168
Denis Durantou	168
The Winemaker's Secret Barrels	167
Jean-Michel Giboulot	167
Bodegas Pascual	167
Vidal	167
Domaine du Grand Ormeau	167
Clos Trimoulet	167
Santiago 1541	167
Bixby Creek Bridge	167
Cabo da Roca	166
Domaine Dubreuil-Fontaine	166
Masseria Supreno	166
Château La Croix de Pez	166
Domaine la Soumade	166
Château La Fagnouse	165
Château Lagrange de Lescure	165
Belcrème de Lys	165
Château Balac	165
Quinta da Pedra Alta	165
Château Pontet Plaisance	165
Domaine Michel Voarick	165
Château au Pont de Guitres	164
Château Lafleur-Vauzelle	164
Château Haut-Tayac	163
Château La Fleur de Gay	163
Domaine René Leclerc	163
Coli	163
Jorge Rubio	163
Fattoria Aldobrandesca	163
Château Cossieu-Coutelin	163
Haut des Terres Blanches	162
The Beach House	162
Georges Noëllat	162
Podere la Casa Rossa	162
Domaine Parize	162
Collovray & Terrier	162
Château Le Chêne	162
Louis Moreau	162
Château Mauvesin	161
KEO	161
Dupont-Tisserandot	161
Domaine René Monnier	160
Parker Coonawarra Estate	160
Señorío de Libano	160
Morgenster Estate	160
Château Marquis de Mons	160
Château d'Arche	159
Fratelli Ferrero	159
Trionfo	159
Duca del Frassino	159
Calina	159
Le Bèrne	159
Montostoli	158
Taltarni	158
Vincent Lumpp	158
Domaine de la Vougeraie	158
Château Fonguillon	158
Weinbauer	157
Rivetti Massimo	157
El Bravo	157
Lezíria	157
Château Grandis	157
Domaine Billard-Gonnet	157
Vila de Frades	157
Château Rochers Bellevue	157
Domaine Bruno Clavelier	156
Huaso de Sauzal	156
Domaine Bertagna	156
Vagnoni	156
Château La Rose Perruchon	156
1725	156
Emrich-Schönleber	155
Casa Galiotto	155
Cantina di Montefiascone	155
Murfatlar	155
Domaine Jean-Pierre Gaussen	155
Villiera	155
G. Roblot Marchand & Fils	155
Château Picampeau	155
Château Hortevie	154
Feudi Salentini	154
Château Fonpiqueyre	154
Five Wise	154
Tenute del Cerro	154
Maison Bouey	153
The Divining Rod	153
Beyerskloof	153
Saddleback	153
Château La Croix Sainte-Anne	153
Château Moulin du Cadet	153
Ata Rangi	152
Château Saint Estèphe	152
Château Petit Faurie de Soutard	152
Conte d'Attimis Maniago	151
Tra Produttori	151
Château Vieux Moulin	151
Domaine du Galet des Papes	151
Knipser	151
Tenta	150
Château Petit Mangot	150
Terra Franca	150
Cabutto-Tenuta La Volta	150
Lucky Duck	150
Clos des Nobles	150
La Cave d'Irouleguy	149
Château Haut-Lavignere	149
Loxarel	149
Stonyfell	149
Manuel Correia	149
Château Tour de Perrigal	149
Château Moulin de Pez	148
La Mondotte	148
White Rock Vineyards	148
Château l'Etoile de Viaud	148
Château Haut-Bernat	148
Pierre Morey	148
Chateau Haut-Mazieres	148
Boulaouane	147
Château La Tulipe de La Garde	147
Chateau Haut-Plantade	147
Bodegas Illana	147
Peter Mertes Tradition	147
De Bortoli	147
Orlando	147
Berthet Bondet	146
Sumerton	146
Château Fourcas Loubaney	146
Voerzio Martini	146
Domaine Buisson Battault	146
Cordier	146
Château d'Arlay	146
Philippe e Casteja	145
Casa de la Ermita	145
Quinta da Alameda	145
Leonard Kreusch	145
Sassoregale	145
Antonio Bernardino Paulo da Silva	144
Domaine Pochon	144
Saladini Pilastri	144
Château Tour Haut Vignoble	144
Domaine Jean Deydier & Fils	144
Leon Perdigal	144
William Fèvre Chile	144
Middle Sister	144
Rui Roboredo Madeira	144
La Wines-Lucien Arkas Bağları	144
Château La Gravière Grand Poujeaux	143
Tipici dell'Aretino	143
Pontual	143
Vignerons de Puisseguin Lussac Saint-Emilion	143
Domaine Machard de Gramont	143
Domaine Frédéric Esmonin	143
Fermasa	143
Gérard Mugneret	143
Grace Family Vineyards	143
Richard Maniere	143
Château Tessendey	142
Sevenhill	142
Camille Giroud	142
Château Cabrières	142
Dupont-Fahn	142
Jean-René Germanier	142
Villa Russiz	142
Angelo Righetti	142
Lacheteau	142
Domaine Chante Perdrix	142
Château Castaing	142
Maurice Écard	141
Jean Durup	141
Château de Rayne Vigneau	141
Bodegas Yuntero	141
Oro Italiano	141
Quinta do Conde	141
Laird Family Estate	140
Delaforce	140
Marc Colin	140
Château La Fleur Milon	140
Robert’s Rock	140
Domaine Chatelain	140
